Name,Year,Team,Age,Pos.,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
김헌곤,2022,삼성,34,RF,80,239,237,224,18,43,8,0,1,54,20,3,1,9,1,0,22,10,2,3,0.192,0.224,0.241,0.465,-0.082,33.1,-2.35
김헌곤,2023,삼성,35,RF,6,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,-0.314,-162.1,-0.18
김헌곤,2024,삼성,36,RF,38,82,81,74,12,24,3,0,3,36,11,1,1,6,1,0,16,1,1,0,0.324,0.383,0.486,0.869,0.030,119.9,0.45
